name,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
PfCD01_070035800,-245.4791891291384,-241.46984751521848,-249.22201425833495,-224.6016550426674,-283.0002846767649,-261.25686949637515,-230.32831468403361,-266.6734935765514,-258.6819826011298,-231.0642624746449,-242.56234144704925,-275.4409698463675,-253.22549842999308,-234.16498129850183,-244.8213354811682,-259.5027059664658,-277.00129526817085,-275.08182139432427,-241.52180792170276,-246.2593813645873,-263.31185110315397,-241.46984751521848,-239.94814191015445,-228.57705683919187,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848,-241.46984751521848
PfCD01_010019500,-237.3884411799465,-233.94141239335679,-236.83053248363603,-242.9421018159812,-264.03575181331206,-254.5022852799467,-233.06803908409887,-254.18766079011496,-249.86200836615154,-237.03466100624604,-238.5862893716221,-258.8155268532758,-244.23144581756372,-257.4417507415666,-235.35307700756536,-259.0914328491303,-264.78355644289326,-274.4206772621326,-239.3981740737805,-232.6759422502656,-259.7881798989006,-233.94141239335679,-223.0300386360328,-234.34807188779294,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679,-233.94141239335679
PfCD01_110005900,-236.4288508638643,-226.87007412802154,-246.55716949219774,-242.9768187293943,-273.6575759511934,-249.53826049344707,-242.1296289231099,-259.3685778631234,-235.8847524186111,-229.4675945415504,-242.870847526124,-263.58291296770267,-244.2836444202937,-245.4459174584988,-236.09092778575024,-252.64462444561192,-262.5101556748769,-266.7380585111722,-225.71501942133477,-239.09766501165993,-247.70835015968817,-226.87007412802154,-219.67481608870753,-221.74859933104005,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154,-226.87007412802154
PfDd2_070016000,-223.1954015264721,-224.08084273109887,-222.73929432220015,-236.48493727541722,-249.21083186378917,-240.56704369598685,-225.28183202318448,-235.60259109525657,-232.58183154432976,-233.77854374927355,-222.47601134847685,-245.31092026966962,-231.78489626157912,-256.1726401186626,-216.38470947873725,-246.64314052929467,-246.29590463250224,-262.8362929799339,-236.39951138909183,-216.27069889686967,-244.73600821712122,-224.08084273109887,-222.99276688987672,-237.93625324338362,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887
PfDd2_040017700,-232.21400405938428,-222.4364086869051,-234.1032358358599,-233.6827132110635,-271.4554225557396,-257.28496048302304,-227.97470937610768,-243.4635516498106,-229.5672123313334,-215.33689757948747,-232.22139971790617,-252.81915300387237,-234.71591090900816,-236.60004642496324,-225.42480199153965,-247.70307839080743,-250.43420792114932,-265.0717056891479,-215.82041224552486,-231.06726798943203,-236.01497836305666,-222.4364086869051,-214.33297786625135,-212.82789256537163,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051,-222.4364086869051
PfDd2_080005500,-264.7081949023782,-269.10184943044436,-268.2367779096367,-293.132185713292,-291.80316766281135,-283.52138393249373,-266.73461293775625,-291.7905581073399,-270.6354822847822,-286.3511065638848,-265.19489578917154,-288.0286438411618,-269.12029196290246,-308.9191777751865,-268.5419853615565,-311.10339350971566,-279.2906804550116,-310.0968971507747,-283.55212745048436,-261.8027996704569,-304.09603115023856,-269.10184943044436,-280.4587164387176,-275.74971321764673,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436,-269.10184943044436
PfDd2_010005300,-243.54396841891253,-245.65701961092864,-235.22240771304325,-245.90496592559785,-256.7796056006629,-255.61824978212192,-234.90833914567972,-240.91079850821436,-253.58115338663518,-246.77087554926405,-232.15923739053332,-267.7833632556493,-252.0953378225829,-266.0376267864761,-242.57341823749204,-264.7794229786126,-276.5860368371491,-287.4662041292115,-249.89111845709743,-227.2600287345572,-265.4609300935475,-245.65701961092864,-236.3982689121093,-236.8878325064148,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864
PfDd2_040017800,-226.68056105325246,-216.70914552061976,-233.46699831423473,-234.00097839900445,-261.7389314996521,-246.77835210747745,-229.49883826785074,-247.4924942758099,-228.34543573896113,-224.84247400105392,-233.4526829899135,-222.03073778206817,-226.51280844572275,-254.01959297822464,-233.5155905038634,-209.19190430322908,-216.53790521325462,-232.47293435823795,-235.15914516620154,-229.07707023197577,-243.66140075948363,-216.70914552061976,-214.42150315882273,-228.47206719804757,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976,-216.70914552061976
PfDd2_070005300,-262.044643561099,-263.4222300267727,-259.7830091808041,-258.69549008092645,-284.18761024264694,-275.78414481856095,-254.40850251168212,-276.06353007579673,-279.7959225282802,-266.34672168827706,-258.21507147474574,-292.8559504371711,-272.56812067389126,-281.99078522137944,-255.8922597503022,-283.6990773203131,-293.37942481429974,-310.21035317535166,-265.64451566622256,-254.43674526547196,-278.0268301359662,-263.4222300267727,-257.52670531299947,-260.9737995605438,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727,-263.4222300267727
PfDd2_040018000,-255.85642154387128,-254.93576976291152,-264.097809895903,-290.62332801945,-294.028160533903,-278.5743453735927,-265.2822299265164,-269.0928142046949,-259.548006244875,-279.03375144582316,-276.4844422134853,-226.89446680460955,-255.78224695217338,-306.94450253532756,-281.1195941722721,-263.12258320982653,-250.0405945965601,-279.10926026995435,-288.59347760770083,-260.65312757437596,-296.11055858932554,-254.93576976291152,-268.9663606546536,-279.7532014790436,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152,-254.93576976291152
PfDd2_060036900,-229.40020316816006,-231.08923236545257,-242.32011863280536,-241.95010428651406,-271.09450140149374,-241.8218897536719,-230.76223436993433,-255.77719529409273,-242.2941088509544,-232.4504725201927,-241.28065146915174,-257.9916390908636,-231.38407150912653,-244.24982237485636,-240.83858778043987,-246.66491382868205,-250.8985431558719,-267.7935886050559,-222.79516803854997,-236.18397816793677,-239.6215593087599,-231.08923236545257,-227.83612128778066,-231.16586658198702,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257,-231.08923236545257
PfDd2_130005700,-250.89806530991538,-251.4581513751731,-254.82134404872943,-237.59895078663553,-281.18453779746443,-270.4958904657225,-235.46177272764018,-272.14436144446415,-263.9116184821994,-257.32540304945843,-241.45301111791844,-277.3132435702262,-261.3389469033008,-263.7094411214106,-250.72333709352455,-273.5930881238139,-281.970681884114,-298.75777378756584,-259.3421328393165,-246.73003014658232,-273.42164974533745,-251.4581513751731,-248.61413301326454,-252.3131783239034,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731,-251.4581513751731
PfDd2_070035800,-244.45782598149913,-225.90504931226553,-251.72905693661474,-245.34561338326986,-271.47457682096956,-260.81714577168015,-245.1879709215396,-262.79771522903775,-250.9752139561417,-229.18592683352597,-248.9784895331288,-241.19846538850487,-246.1625854859147,-245.1124438450546,-245.9364239818402,-221.66223780898113,-233.1072423808722,-186.97780860923885,-238.28048853710177,-250.09110324352164,-253.51498360923026,-225.90504931226553,-239.84119449202845,-234.61814049762097,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553,-225.90504931226553
PfDd2_120023900,-237.1887378336632,-236.73123761525844,-248.458464467046,-261.19983873175715,-270.1519423136484,-264.99329977269707,-242.37453369286018,-262.56276717838637,-240.87040308356976,-252.8200954343735,-238.12712092308615,-258.99066488999364,-250.83383138323177,-264.52436829249297,-248.4095483020039,-274.4344386687392,-258.41084298098326,-278.4188797597014,-247.1702699436369,-242.77180605421094,-267.3493160252421,-236.73123761525844,-238.9922106919215,-239.23184486590583,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844,-236.73123761525844
PfDd2_110053400,-224.8870915010737,-229.84180625820508,-219.25786746969538,-243.85626847835402,-240.87614165411824,-237.67847399702453,-218.66685599224755,-235.43441960738585,-237.1012320832284,-243.4624190663433,-221.08467984047732,-242.4953354803592,-233.42041786346735,-257.82565274320245,-220.1377271146088,-258.4968478534239,-252.56793368415464,-278.7540938189078,-246.95717751964594,-217.69787230550332,-250.85808898365747,-229.84180625820508,-237.85319090510401,-235.99845842960434,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508,-229.84180625820508
PfDd2_130078800,-243.0348283847181,-240.90884974992846,-236.1583500621504,-247.3794321762436,-257.95781992619493,-245.81975552542227,-233.65868829127797,-257.27779393767497,-249.00428252694442,-245.75410919191526,-243.1964058304213,-266.42239856786665,-257.30479422299146,-273.8337734529815,-240.3449777235838,-268.7757791354271,-263.7944002590317,-283.87700421914536,-253.37162733317422,-228.31298440143203,-264.4269143923541,-240.90884974992846,-234.13640570722728,-232.0735518083263,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846,-240.90884974992846
PfDd2_050005000,-242.84865334644428,-247.61623312810735,-241.8132576899308,-271.2408301286415,-274.0709792438744,-253.82131866163618,-246.20517570888043,-271.7924633742502,-250.04101941823583,-270.1617742820996,-242.2065938821716,-267.46174205986614,-256.29185839289295,-286.5588355637747,-255.33257156413484,-292.0718272566082,-255.0415782800783,-298.187692792245,-265.18295610178933,-238.6298599773763,-283.4318110391574,-247.61623312810735,-257.3475059003785,-267.9214739062906,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735,-247.61623312810735
PfDd2_120045300,-229.94682769200787,-228.12575410466826,-238.68469886922242,-255.75134494976425,-254.19144115777723,-256.49925176241067,-234.930119003077,-245.82791080554617,-245.45195170432405,-242.48675964180867,-231.02148038861793,-218.58495110441837,-227.65982222801344,-260.6422869653551,-230.53374394195296,-220.90554011032415,-219.44923429201597,-241.9385216965818,-242.5897115540471,-234.9385120044001,-256.9408865772561,-228.12575410466826,-243.82662195177488,-242.98725622536205,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826,-228.12575410466826
PfDd2_020025400,-234.54652219661176,-239.98035367564728,-241.9138616654589,-259.08725848379976,-260.2021220156703,-248.77977238501992,-241.46036183644,-250.54400384191797,-246.93814806989445,-262.51566172730844,-239.74766580772996,-260.2745677625457,-246.46626707314988,-282.97018698413694,-242.55692060532064,-278.42555868476245,-263.35712898270043,-297.8356271090956,-257.9560318976581,-225.63690523746274,-275.20378127959924,-239.98035367564728,-247.21828194654856,-258.5664454380845,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728,-239.98035367564728
PfDd2_050039000,-235.4401100315861,-230.4969949040903,-235.05071221495518,-247.66432178497757,-264.06752659847706,-250.96809849733395,-234.51884729545316,-245.10886492064563,-246.67426173115717,-236.04753718436106,-240.24487348549985,-251.3964642795013,-244.61445134170708,-253.92687226131747,-228.72096278505862,-257.61281356235406,-263.5944514249271,-274.79296336705653,-228.7019575094853,-230.80618245298322,-260.1508902080553,-230.4969949040903,-227.84784878708484,-234.578478137518,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903,-230.4969949040903
PfDd2_030005400,-230.7256511840933,-223.49000889944628,-233.2450519574702,-240.176924573852,-263.46551340544056,-252.3851228713888,-229.2858282601767,-248.7962600287654,-229.88644123884094,-215.90796284563902,-239.49426586182,-253.11096378978291,-225.38903499965892,-229.8446707375662,-227.9911367632867,-244.35276643096222,-246.98923281611727,-262.81036098845084,-219.48517737683707,-233.32794580802303,-239.23397740532033,-223.49000889944628,-215.58381719935005,-214.6059735676504,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628,-223.49000889944628
PfDd2_100046000,-243.54396841891253,-245.65701961092864,-235.22240771304325,-245.90496592559785,-256.7796056006629,-255.61824978212192,-234.90833914567972,-240.91079850821436,-253.58115338663518,-246.77087554926405,-232.15923739053332,-267.7833632556493,-252.0953378225829,-266.0376267864761,-242.57341823749204,-264.7794229786126,-276.5860368371491,-287.4662041292115,-249.89111845709743,-227.2600287345572,-265.4609300935475,-245.65701961092864,-236.3982689121093,-236.8878325064148,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864,-245.65701961092864
PfDd2_070016200,-232.60712341021153,-227.012345716138,-237.1757202005156,-231.7642037841804,-263.7951624376483,-252.65440595588097,-233.40272041520404,-253.25103850456156,-232.9460104303724,-234.17926198976755,-232.48516617353255,-255.07777433636917,-238.19826601263935,-260.1081929043175,-233.6171654787065,-252.69197682991654,-256.2990316155418,-271.95667441071964,-236.3238545129954,-231.14732823701712,-234.2427470227319,-227.012345716138,-210.7159416626706,-226.49299635638081,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138
PfDd2_030029800,-252.42529370724745,-242.646320948165,-259.0226255066457,-254.83023772778503,-280.25229070325764,-260.816042943623,-250.15354326165146,-278.2071640880728,-258.0955313212647,-231.651848427002,-258.0329978138281,-272.2211622218464,-258.4457614538235,-245.57183835511728,-255.58295637692694,-263.6668248177279,-276.77700141125655,-280.98613860647015,-219.63077610910395,-256.15179043902504,-256.887940631212,-242.646320948165,-241.05231992514948,-236.46832194391396,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165,-242.646320948165
PfDd2_070015900,-248.13758272811174,-225.69781182263006,-255.49916147106282,-244.6191158221731,-276.1916170052976,-270.1844500089555,-246.42280513975484,-269.4238375135554,-255.24669743653664,-225.76276916592906,-251.16771646508818,-244.22641124290487,-248.15018287657736,-248.89426382369638,-253.51732034644445,-222.16796947203008,-228.83045459955014,-184.91652655175508,-237.02947702191776,-250.90820376063107,-256.7066978789847,-225.69781182263006,-236.10862386588255,-231.80801001745309,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006
PfGA01_040017500,-241.01596787301787,-243.55782052890135,-235.27050501702928,-246.411690985407,-262.34653015226036,-252.51068407820162,-237.88633955306958,-260.13002372307153,-256.73680476755345,-248.25420155309976,-239.5818915182668,-270.6508624719659,-253.37803481694644,-265.4439860796798,-235.39674665736914,-257.301861121861,-271.14672037334424,-284.8976932635731,-246.75030849919943,-231.01268407198842,-257.6465294885984,-243.55782052890135,-236.78201377327377,-232.9567238378281,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135
PfGA01_070015400,-249.35937574573924,-266.0656710055414,-244.65866491367288,-292.42633085837286,-294.38302206315393,-282.29501970733196,-259.36059414388956,-258.8861813727023,-263.42535509542,-286.0501086836024,-273.503757884283,-286.9305035959516,-256.7349159893938,-296.19016616211684,-274.71180789106853,-306.1132017630539,-284.9319901248294,-321.50051264513826,-286.46234745643636,-269.1997012285045,-305.35306298723293,-266.0656710055414,-282.08694027984575,-282.1495522547374,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414,-266.0656710055414
PfGA01_120044800,-232.33138634865642,-227.4231427512598,-231.62408878080225,-240.429525847114,-257.73923441222485,-249.81814753376483,-231.04259693054303,-248.20005874233956,-235.08983986718178,-239.70159289602833,-234.95036333360372,-255.59818292722483,-243.83947431795383,-259.0896444415963,-237.8430774579712,-258.94767757019406,-254.30215046718203,-276.45038151699674,-242.62058914074788,-230.2105113274413,-259.7344278827343,-227.4231427512598,-221.31475873221845,-227.32953037097988,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598,-227.4231427512598
PfGA01_100005400,-242.60672957078253,-236.37995704343294,-251.99176635267915,-248.60701587380902,-278.4224279500369,-261.1819371475322,-240.7416564100297,-264.41604183791236,-251.78701598844103,-232.58528191288042,-249.5787056298069,-268.7262667407415,-248.24629135470641,-244.46383941141076,-248.28802728108877,-254.09168082346613,-265.47800666336127,-269.6906263171484,-209.1877785396471,-252.56026709336086,-243.99035967767526,-236.37995704343294,-236.73889643714128,-231.8453084268934,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294,-236.37995704343294
PfGA01_010005500,-251.9610698436538,-257.8057608524607,-272.1458814354873,-295.7246240491268,-284.7346049482451,-290.08018760082734,-269.57332831963345,-287.10804532130885,-254.22646419014134,-282.77387387773615,-274.33256504735584,-247.8700353491914,-258.14555952330505,-305.36784751705795,-281.84453138238456,-265.37104660660714,-234.45039329862547,-254.89420479312292,-287.76451158155936,-270.14261196823526,-300.5522371068911,-257.8057608524607,-283.77178898627704,-284.37524512238906,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607,-257.8057608524607
PfGA01_090005300,-235.44065793971487,-239.70213251296488,-229.26373633808603,-249.47712641362008,-256.93854351431673,-246.454112310215,-231.1136019941079,-250.05081412513755,-244.21822862501952,-247.94848682091563,-225.92668931534178,-260.8916002452073,-245.78306033768337,-271.80807952572695,-227.13140087188316,-270.30825373290435,-258.95139877608113,-284.278495083134,-253.502555797411,-223.80568663732245,-251.46772907879244,-239.70213251296488,-244.59803821982027,-242.93933506461923,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488,-239.70213251296488
PfGA01_070036400,-249.46622363997608,-254.93450862658182,-260.5254848198588,-277.48445227720225,-293.9514190174167,-273.5686402313117,-254.33790153721577,-266.56400978663197,-267.8524383633876,-274.7890548114977,-263.9538133649028,-243.45525491877208,-256.26513417589564,-292.1833618913121,-262.2258969770947,-252.90558464523252,-238.58962600212314,-270.63916325170976,-277.28700476772855,-252.97123754179958,-292.6010721942781,-254.93450862658182,-279.6798220536385,-282.91089767705085,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182,-254.93450862658182
PfGA01_120045500,-256.32416997882285,-243.01363813400116,-251.7752559562476,-254.0804293499457,-281.93788325462765,-263.98469750651776,-249.40231848974238,-272.5156574911719,-262.9312561668585,-219.64785633971405,-250.8214877712415,-287.0262878463659,-266.6666528633924,-250.89905219448346,-245.7407608785741,-268.7757161996328,-280.95483711523656,-267.71495024337133,-243.18041318972107,-252.44060790478247,-264.46252698238084,-243.01363813400116,-242.42081807787784,-227.62649335432977,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116,-243.01363813400116
PfGA01_110054400,-248.94762708777407,-251.22008484397188,-243.6674360392835,-274.1801256010773,-262.61682269171297,-256.2776293949901,-245.51382974512904,-262.6803375135959,-239.29315450136463,-265.5997702191611,-253.46869372813785,-268.5317471251174,-258.6204015567273,-289.04204271955206,-252.25591229447178,-289.6698154591754,-264.13515226397874,-293.88170384421,-271.01277000644893,-243.4478673002143,-276.88439240836254,-251.22008484397188,-261.88347634831655,-253.1112246264964,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188,-251.22008484397188
PfGA01_030005800,-245.5992634748501,-251.70933143755153,-251.1823780055922,-267.2551644697342,-258.1489415831225,-269.54378873219537,-251.4550185178046,-252.63866718828478,-251.46578491559464,-270.4454751659572,-257.76550675046417,-262.83621825373797,-256.85349680129804,-292.8494975645825,-255.35228452951387,-291.13274817336503,-266.0355640540351,-304.5333392324201,-265.4526916718166,-243.26475015112445,-286.1182339370134,-251.70933143755153,-261.5308655218895,-262.8032198185725,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153,-251.70933143755153
PfGA01_100045500,-232.64965080736505,-239.7698284812063,-235.42445264259905,-264.7192582852718,-257.6851538099732,-254.73157612897992,-237.82857752923164,-256.0700143750835,-237.53913528678856,-257.4778431900487,-248.16548740833932,-249.57213565783485,-235.63373058434902,-275.24821057604686,-249.9864543202018,-268.1847071073304,-249.34956412281971,-281.990426132828,-259.32555823100654,-231.13709121771078,-266.89441557663093,-239.7698284812063,-247.74411431484538,-253.27934571356855,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063,-239.7698284812063
PfGA01_050037600,-245.5355671440228,-245.22309728474767,-248.65796288802977,-258.0041107305997,-265.3891020851217,-268.0731018108986,-252.37057210145673,-258.3389120928948,-256.4653162612816,-251.95084435252966,-249.02944748817416,-271.4796845171162,-258.7446652004172,-269.5558041926079,-241.5317259402742,-277.0641186965953,-275.46832060125536,-287.5583988703204,-248.01713350358187,-235.69391396158346,-273.1219083492014,-245.22309728474767,-243.0526427026254,-242.86925131220687,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767,-245.22309728474767
PfGA01_140085000,-249.28683253733738,-248.84686129177723,-234.56402324987167,-252.81210735213222,-258.8102203230858,-261.2029742226742,-239.32428966683307,-268.3304511351011,-262.6495418777111,-256.8102532199355,-238.10143623053213,-270.2051313488823,-256.87733477263555,-273.12177511335057,-243.33654488415687,-286.11050639671316,-279.46527317554717,-291.19066157359816,-261.42240059431185,-232.7893478452329,-265.87651404647363,-248.84686129177723,-244.05886026097266,-236.75678498785885,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723,-248.84686129177723
PfGA01_130005500,-247.6956860446103,-234.43023064398963,-251.0016894562327,-248.00000360840798,-278.1600898028734,-259.81422610976415,-245.37325096029548,-255.16919923577836,-246.34861258798017,-217.35286111392222,-256.10418457726837,-264.51780876136877,-248.82527151021588,-246.06358951723516,-244.2881988215714,-259.5224221795536,-268.0785416128288,-257.6200321939004,-225.63373493412624,-248.77757101752997,-253.5793517703948,-234.43023064398963,-230.84738491520477,-220.1132139225974,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963,-234.43023064398963
PfGA01_080036000,-239.48197501837174,-232.8301499599531,-244.00975525602314,-229.9225320190206,-261.75663215163075,-258.6591958749797,-231.30014528337898,-253.35351855099378,-256.2965959090376,-236.4717060818063,-241.88211961285361,-260.4828727002778,-242.23128956962992,-240.04294081834982,-241.389146876398,-254.05884121492025,-263.9222666760134,-265.40367767707096,-224.17596646112682,-239.13315240132687,-256.7703480282575,-232.8301499599531,-235.95443555693956,-227.6620847109532,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531,-232.8301499599531
PfGA01_000007700,-242.95260348204258,-245.31391640285767,-242.81666655556614,-245.00279868790233,-270.1286439194374,-253.94833188439242,-231.88875160828258,-254.57169681369365,-256.43060250443216,-256.8581752746223,-242.02269983773874,-272.9288562148244,-252.40682477689768,-266.779430416799,-232.06767732826157,-278.57775722150865,-274.44598669689253,-289.74935884943386,-249.2236853051876,-237.90591406902072,-256.8517664414176,-245.31391640285767,-248.27062378289074,-238.38055785414173,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767,-245.31391640285767
PfGA01_070015600,-229.15377045736128,-223.25577268795308,-241.99112016445423,-239.3739709897018,-265.59580384394695,-249.33257243792372,-231.42615533699973,-261.30746748585466,-248.88057339329632,-217.8244277952724,-242.04979683068143,-228.4499049772927,-226.4515449733286,-225.27757678273557,-234.41948658096598,-191.202225912985,-226.9998646528044,-222.42931939495207,-222.30119786354203,-243.99279028079334,-243.12150422975108,-223.25577268795308,-228.6825247282504,-228.26207030154708,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308,-223.25577268795308
PfGA01_000006900,-262.3303346402308,-274.2285117438786,-257.99846752466664,-301.88215423657823,-289.54296475009374,-270.890767157626,-267.86677010796365,-272.4249055738104,-278.6247854390452,-304.6498919795411,-261.9797151839161,-275.111459515823,-282.29705641702805,-315.2832582358768,-266.8132983665753,-326.7191381028831,-289.23619391766596,-327.08374509265667,-301.386516922349,-253.44241505865395,-315.36534361785266,-274.2285117438786,-293.80612302467887,-285.8246844334005,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786,-274.2285117438786
PfGA01_020025500,-238.02054046702798,-228.80982966906612,-241.47465233127392,-238.63159179990745,-273.04273059791535,-261.15609407837576,-234.66908377737704,-257.1071897902372,-245.3703693289288,-224.4776152354836,-233.83898586769462,-258.9658070295532,-251.14243561206177,-254.56742641265544,-235.15868455635808,-254.32273354724273,-264.37837978132666,-267.92241246550157,-228.8029253479507,-239.77352826801535,-248.58160934274113,-228.80982966906612,-215.40681598409643,-225.30855145549913,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612,-228.80982966906612
