name,DBLa0.1,DBLa0.10,DBLa0.11,DBLa0.12,DBLa0.13,DBLa0.14,DBLa0.15,DBLa0.16,DBLa0.17,DBLa0.18,DBLa0.19,DBLa0.2,DBLa0.20,DBLa0.21,DBLa0.22,DBLa0.23,DBLa0.24,DBLa0.3,DBLa0.4,DBLa0.5,DBLa0.6,DBLa0.7,DBLa0.8,DBLa0.9,DBLa1.1,DBLa1.2,DBLa1.3,DBLa1.4,DBLa1.5,DBLa1.6,DBLa1.7,DBLa1.8,DBLa2
PfIGH-CR14_KNG76129,-238.11648015972776,-245.5433639721964,-231.30683236155429,-255.4217155224153,-252.55483485630396,-249.69563610025486,-236.14397633401487,-251.7405949751634,-250.52076566922292,-267.5840521545335,-230.86275763594756,-256.5189570330581,-241.8836671349582,-286.29879953957874,-238.9615815447399,-281.13057751975185,-268.20304472885863,-299.81691005104256,-270.0413185413243,-219.43980129388896,-280.16307165643303,-245.5433639721964,-255.84602297460077,-256.4954012187889,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964,-245.5433639721964
PfIGH-CR14_KNG75244,-245.18217933904165,-248.05260002322814,-245.18667771004812,-259.4841375642734,-268.9293506292908,-242.216736640215,-232.14127079676564,-252.9161610339492,-262.1782497278296,-271.1112225333037,-250.16141461111638,-264.2131282163271,-250.98470867305863,-276.5183709519377,-248.52714245103778,-281.63596127900126,-270.33659077094825,-293.53686864463776,-262.17206010163073,-246.5662851090166,-291.15507996502123,-248.05260002322814,-263.4379287360898,-262.71377920095466,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814,-248.05260002322814
PfIT_040017400,-280.8608197373016,-300.79061205153556,-301.3487567615231,-338.3750252829961,-334.3122103465222,-295.8255629491069,-304.9499147787201,-298.494758571423,-301.514048131403,-331.7980942138635,-324.450487407784,-295.9422676962647,-292.71686102967493,-350.291481764493,-317.56371730771394,-348.4027964974696,-311.7402058741348,-353.02770802040305,-322.5282083382257,-302.5802735180543,-343.05452929983255,-300.79061205153556,-324.113386260622,-327.68731511446174,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556,-300.79061205153556
PfIT_070016700,-223.1954015264721,-224.08084273109887,-222.73929432220015,-236.48493727541722,-249.21083186378917,-240.56704369598685,-225.28183202318448,-235.60259109525657,-232.58183154432976,-233.77854374927355,-222.47601134847685,-245.31092026966962,-231.78489626157912,-256.1726401186626,-216.38470947873725,-246.64314052929467,-246.29590463250224,-262.8362929799339,-236.39951138909183,-216.27069889686967,-244.73600821712122,-224.08084273109887,-222.99276688987672,-237.93625324338362,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887,-224.08084273109887
PfIT_040017300,-270.30385450275134,-290.2302786312161,-289.7568132953254,-325.65868449905474,-333.4995154362906,-285.51588724428683,-292.8585726327456,-278.7982318801142,-291.25877595682437,-319.77656236110624,-310.5303283200572,-291.80207333509446,-289.09195492272346,-345.0816403596656,-302.5064410600513,-345.1525521603766,-308.8486901126937,-354.94189633153036,-312.80980703544753,-293.06959193455333,-332.86018649716834,-290.2302786312161,-311.5936280127406,-318.8268867155497,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161,-290.2302786312161
PfIT_120045200,-250.4519671703535,-259.32842632128484,-251.33629735343683,-277.2396573005727,-267.59445971141207,-259.0791029523292,-248.953729546085,-279.9544720250522,-269.946734489869,-284.6753172720916,-243.933907050256,-282.04365850529894,-274.65413928972237,-304.8818725051187,-260.13344139416813,-300.58538029217186,-281.9047539864655,-310.042375759757,-283.8356169080392,-239.73326946650027,-297.29606017088224,-259.32842632128484,-267.34208149729517,-271.0270545545447,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484,-259.32842632128484
PfIT_020005200,-237.28927267180944,-239.63801799545362,-243.37925348778614,-255.90114012755717,-275.92253220849847,-246.09352523947882,-235.30229948165712,-248.39153226592845,-250.13411325701514,-241.76273265323897,-244.47336947008216,-265.02219325511476,-247.13926571312132,-263.72126396421856,-234.41556169041587,-267.1154435355005,-266.8505985079429,-286.68632760868223,-242.61100194825195,-243.9277353952828,-262.2782812371665,-239.63801799545362,-240.01200918970312,-242.15604585385964,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362,-239.63801799545362
PfIT_060036800,-245.1081519969528,-239.43709820341863,-245.15405063708033,-255.2264548358897,-292.32383615977307,-271.06567433505006,-249.52530922296867,-264.31002293832427,-249.06964722934467,-240.60568163990573,-249.27464983636273,-268.3712252072819,-261.28348517512825,-261.5230557438808,-243.734741544453,-278.1399080044025,-268.42709071520187,-276.40108794962657,-247.51668065888123,-247.92825628347885,-265.54486694326897,-239.43709820341863,-240.36434147983582,-242.8879438740829,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863
PfIT_040005400,-279.02521039590107,-285.5332831903338,-258.6155808352733,-296.9550646995692,-308.8846229874954,-295.320759034917,-275.39232528248505,-280.94976135993323,-293.35520404991377,-303.24684322843655,-273.506758319305,-298.10786377339326,-291.50893285068315,-311.0511304186639,-271.77132544992725,-323.2940132827772,-313.3435672805329,-326.02384384392974,-299.15900205795657,-275.763021802246,-316.063001553594,-285.5332831903338,-296.6182707548013,-291.2207183054346,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338,-285.5332831903338
PfIT_110005600,-257.035218931507,-267.4560057904835,-250.13866595619155,-289.1549085895293,-277.3027303152382,-267.3686605809781,-263.5756353489519,-266.1081849126796,-268.323176182786,-285.39004534647574,-261.39922053959214,-274.41439897055983,-274.14197249776635,-304.1880452835109,-246.90855273804863,-309.2595709437723,-283.9346905335036,-320.05229879013183,-277.18575976932976,-245.0234189508778,-305.58230476743006,-267.4560057904835,-274.1925040257473,-270.6466004339028,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835,-267.4560057904835
PfIT_140006200,-239.70845577003192,-227.1027084790958,-242.2207367237026,-240.1229464871368,-273.98342892949063,-260.3775200292112,-236.24482100738024,-251.01609971681134,-239.61516572303287,-209.75566371428164,-240.74170602332708,-261.4418507310383,-243.1675197102003,-234.81861994545562,-237.94098700616885,-247.57900532052182,-262.62732793980507,-263.19619715807164,-225.39829766326594,-240.231915949264,-244.76876975343782,-227.1027084790958,-217.16474274946546,-211.56803429471708,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958,-227.1027084790958
PfIT_100044100,-255.60575454350936,-246.2376710466922,-253.43712947114054,-263.4786183385638,-277.181906347744,-263.7939443827562,-256.24140741249533,-280.849763689915,-260.77273850932545,-253.8047447298736,-255.3360436512265,-292.3634894062767,-272.68382838417443,-266.76975693795004,-246.55386786162296,-273.8243492778835,-284.2678018307228,-286.1449180761978,-241.99307360729608,-254.7560175836236,-267.8850530920571,-246.2376710466922,-245.65603598378055,-234.83465591813157,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922,-246.2376710466922
PfIT_030005100,-242.06661664845137,-238.7996023346147,-240.45436327092946,-236.98510448680972,-270.56027570639236,-258.958231090486,-235.9335360359246,-257.0775505209991,-248.69114863868884,-234.91681976300953,-234.9735977784358,-271.52133243119613,-249.73219833412116,-263.0956639593161,-233.04633355047613,-261.47663280685566,-264.3841467252247,-270.24546361299525,-240.49308077459384,-235.2462071492749,-255.0447491245908,-238.7996023346147,-230.81814788864483,-222.18607632817933,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147,-238.7996023346147
PfIT_020027600,-240.44856598687792,-236.53500071990797,-239.0710733056921,-248.49430304449544,-270.4354762851323,-256.75881663878636,-237.9966583292354,-263.4780354711341,-245.83915284513927,-250.06905859734584,-234.39216038346254,-268.79328114039,-257.33439720496284,-267.66402327976573,-231.12443071742103,-270.4768946030896,-272.13226661743505,-277.35474853375825,-245.45951492061107,-235.9242838964106,-262.0945088394752,-236.53500071990797,-235.72984671880107,-228.03022126122002,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797,-236.53500071990797
PfIT_050038500,-249.84700438817757,-265.12706705384784,-251.3795747225684,-289.8567262757061,-274.9704453350543,-269.67991682103866,-260.7550223682254,-278.1984473058678,-260.8888833757552,-292.82761588048913,-258.40600088528083,-280.3407942426449,-267.16855772963123,-310.8124899019747,-255.12855409611151,-308.8365144712323,-275.43860938700834,-324.0373644635927,-289.4256570636879,-239.9199702953491,-301.888584935084,-265.12706705384784,-278.9464023099881,-276.9031706476596,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784,-265.12706705384784
PfIT_070016600,-248.13758272811174,-225.69781182263006,-255.49916147106282,-244.6191158221731,-276.1916170052976,-270.1844500089555,-246.42280513975484,-269.4238375135554,-255.24669743653664,-225.76276916592906,-251.16771646508818,-244.22641124290487,-248.15018287657736,-248.89426382369638,-253.51732034644445,-222.16796947203008,-228.83045459955014,-184.91652655175508,-237.02947702191776,-250.90820376063107,-256.7066978789847,-225.69781182263006,-236.10862386588255,-231.80801001745309,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006,-225.69781182263006
PfIT_040030600,-231.81379295630975,-229.2436482640504,-241.56593556262442,-240.9445433146901,-259.0658657937578,-255.76804297831347,-234.16915922642985,-260.29951010230633,-243.28334090280902,-239.07012777323544,-236.7962330017669,-262.6798469899479,-244.1743595859156,-251.46787247630576,-245.39087047237143,-252.73621495702548,-249.3818561291429,-264.3663582216816,-240.50054516184167,-228.61298004766746,-258.24329858597656,-229.2436482640504,-226.30750078145462,-224.95327045162168,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504,-229.2436482640504
PfIT_120024500,-252.14253978643578,-240.30887727996875,-243.87439601439252,-246.43337627531756,-281.89947595006015,-268.85495927351224,-249.13480679657263,-274.91259526949534,-253.63677587319907,-240.11449519585145,-243.31473609066694,-281.7135406512677,-264.5216872420529,-239.33764831648972,-248.59456362569466,-264.08902688327896,-274.78462380606896,-269.82682702028177,-239.59100432441215,-249.16151309988274,-266.3973539478219,-240.30887727996875,-236.68398669195477,-224.51314864177462,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875,-240.30887727996875
PfIT_120024600,-223.93368151196566,-218.53838231138522,-231.52649995230144,-238.18524398248275,-256.79541190719783,-246.14311854351797,-227.0752347904429,-239.45276430797495,-237.1118194260956,-220.17667332494017,-232.87785054867734,-218.1113129937182,-225.99319667084387,-240.5987295665389,-225.16238060491096,-208.09857720966494,-218.65403521897738,-227.0357150289621,-226.10553033354367,-227.19947328782337,-237.39646346228494,-218.53838231138522,-222.04497624622215,-225.34957235149437,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522,-218.53838231138522
PfIT_010005000,-251.34160085136588,-246.25625365562473,-249.3212349226293,-262.81524784251377,-263.140236627668,-267.6408764119159,-249.91218042873277,-270.80784911431437,-258.9498234324647,-250.83891930500735,-245.4047669626428,-275.46732634815703,-263.83203414057584,-275.3564497209502,-245.18167317631995,-279.5060223178688,-274.71989482132255,-292.68621471909785,-251.8102577680051,-248.60024068988022,-256.998535746471,-246.25625365562473,-244.58482658837923,-239.47684913482425,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473,-246.25625365562473
PfIT_120060400,-228.7358400451806,-217.06941394616175,-241.08489880020232,-234.7417010360294,-261.5811964484322,-250.36600813194323,-235.13064434557194,-252.8816052663951,-232.81159163764954,-225.82878572134007,-239.82744125048848,-222.59326461781686,-230.6511047774043,-249.93596397416857,-238.19950452503014,-195.35453526093065,-218.94131561476516,-222.7067486057767,-235.06934360666767,-233.08790572038504,-239.5436022769652,-217.06941394616175,-214.42668019589294,-230.57289888132112,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175,-217.06941394616175
PfIT_050005500,-245.16858376235834,-224.94306962135377,-252.32366653250114,-241.98368976185415,-268.261494550028,-262.50054822429735,-246.53969740227006,-268.2224154582816,-254.7902153952422,-227.68345109025043,-252.11202399547906,-247.62481522534745,-244.74254351289477,-252.31653597166584,-250.4421920859739,-223.60142323163285,-230.97343198630603,-187.4299247511049,-236.424203207979,-250.86909822634084,-257.36721864050094,-224.94306962135377,-237.31778054047862,-233.97135047668414,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377,-224.94306962135377
PfIT_030029800,-241.44308112982694,-240.14371499450482,-239.32381420909272,-254.06517895673363,-268.71203733191413,-257.2530494320113,-243.3709838872689,-269.073850052181,-249.86810058410322,-245.05310644075016,-243.0044482401087,-278.5061256954262,-256.95777890851326,-267.9074104035019,-236.22770684419964,-262.1419053689614,-271.03385873640667,-283.4906388322309,-245.29096415830267,-240.85740426547238,-258.67265276084186,-240.14371499450482,-231.58404161117562,-220.75584911519357,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482,-240.14371499450482
PfIT_070016900,-232.60712341021153,-227.012345716138,-237.1757202005156,-231.7642037841804,-263.7951624376483,-252.65440595588097,-233.40272041520404,-253.25103850456156,-232.9460104303724,-234.17926198976755,-232.48516617353255,-255.07777433636917,-238.19826601263935,-260.1081929043175,-233.6171654787065,-252.69197682991654,-256.2990316155418,-271.95667441071964,-236.3238545129954,-231.14732823701712,-234.2427470227319,-227.012345716138,-210.7159416626706,-226.49299635638081,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138,-227.012345716138
PfIT_130005200,-245.1081519969528,-239.43709820341863,-245.15405063708033,-255.2264548358897,-292.32383615977307,-271.06567433505006,-249.52530922296867,-264.31002293832427,-249.06964722934467,-240.60568163990573,-249.27464983636273,-268.3712252072819,-261.28348517512825,-261.5230557438808,-243.734741544453,-278.1399080044025,-268.42709071520187,-276.40108794962657,-247.51668065888123,-247.92825628347885,-265.54486694326897,-239.43709820341863,-240.36434147983582,-242.8879438740829,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863,-239.43709820341863
PfIT_080037400,-243.86487710903296,-238.82982950513107,-237.78984993889028,-244.56686386914,-264.6703028522342,-246.98575557184463,-236.52576227343346,-267.10866548113376,-247.47775679585112,-241.95075633613618,-242.11247939444996,-271.1368131950866,-256.58951512686565,-265.2246110553448,-243.66362835899824,-268.05124158582106,-267.21318740045615,-276.54381689828745,-247.53318555752628,-235.02288169998081,-264.91565005091513,-238.82982950513107,-233.94824302577348,-222.1219330056342,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107,-238.82982950513107
PfIT_130077800,-255.59030819454242,-248.31351535599035,-251.9915533980231,-255.9147491187009,-277.1297812690557,-276.81177778890975,-251.2503923594902,-269.59437384729046,-265.60648737896264,-235.77384536318374,-250.6861514853393,-271.1327242843079,-261.8196621078299,-253.86697318784388,-233.48103797704385,-271.08148123552417,-281.0309140286935,-291.39843915934296,-248.4149582629519,-242.91670632736134,-262.98563028203694,-248.31351535599035,-238.9635900391584,-230.58063258287953,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035,-248.31351535599035
PfIT_140085700,-232.10809535205738,-243.06291461718524,-232.7399383766952,-265.5987460225688,-248.78108354716628,-247.90322833640454,-239.24662679206375,-252.86195722989893,-234.73881880728123,-264.15962745887964,-242.89987259735454,-250.00267693489724,-234.27523724513094,-282.73172927844314,-248.1170946226633,-281.2544142592872,-249.44222004328736,-291.6683543893072,-269.27046069222877,-220.37247383798027,-273.41829607547,-243.06291461718524,-256.52442651758633,-262.8143014101616,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524,-243.06291461718524
PfIT_070005800,-249.00740341050573,-267.02026515148225,-258.39297835626957,-296.24598224126333,-274.97172112057075,-283.47489855776996,-261.4825190572769,-269.0397402612971,-253.14807779633023,-290.63933707736373,-265.725688296241,-284.2206272462761,-264.31091299900737,-310.30998640478566,-269.400124176211,-314.80980433576013,-264.86281042169736,-325.2619348321223,-291.0622100002723,-254.93435370910558,-304.36840247015374,-267.02026515148225,-281.75974763553745,-286.5456431787886,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225,-267.02026515148225
PfIT_140006100,-245.39899162428287,-231.85414254983985,-248.42468631370483,-243.12321226601068,-270.18464732924446,-254.64409104101358,-243.10965485251083,-252.70639462641512,-243.5240952094295,-232.42156640009082,-248.69261081541558,-269.5755240833652,-247.54641143890126,-249.64259274237733,-247.27502095107639,-262.92195239950377,-263.9607861184135,-234.24767534584328,-236.9649089874755,-246.39117274703426,-248.40573527125562,-231.85414254983985,-233.7674186698518,-232.55083855885627,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985,-231.85414254983985
PfIT_000009500,-221.04389558283845,-215.93658680937895,-221.22883216875627,-223.78078794945904,-249.6921974344793,-235.62962183655787,-224.34280878354065,-237.84603817417934,-214.13156345913325,-221.57062478999737,-226.01209779317713,-242.7197817854832,-223.58442456034683,-238.25453791628286,-224.11672821473692,-234.66178076918047,-239.49138771643825,-252.7469457760882,-227.27692411538584,-218.4502034423612,-241.88884381887604,-215.93658680937895,-201.8373909696285,-212.47589702819567,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895,-215.93658680937895
PfIT_120005500,-245.27701286491882,-258.50771907102853,-237.3909467395259,-268.9325826572214,-269.79809246739757,-245.6019070304664,-243.74308882179912,-260.9510828373788,-255.35865672952076,-282.9910021747408,-247.73035582253914,-269.6475067738464,-263.4846932598705,-299.7628751728479,-250.34477290833817,-297.1866434207218,-267.9224108284083,-312.9116345742175,-281.2026338862978,-230.59896684927978,-291.92350914859395,-258.50771907102853,-269.997648969473,-274.52715833841177,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853,-258.50771907102853
PfIT_120045700,-249.27875441070785,-249.25080900420227,-256.15467874651046,-273.148892953217,-279.7580382925711,-272.8863589513709,-250.40225302267942,-274.53723889575855,-261.9507901128352,-267.02490192797126,-265.3456506299083,-262.21149664657634,-258.2678986166766,-285.86278750005306,-267.9948860687717,-289.9249734988902,-259.0052865279463,-289.48996253664615,-272.4726465324784,-247.78558742122996,-287.13635219471166,-249.25080900420227,-261.50906611080484,-262.2665597054039,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227,-249.25080900420227
PfKE01_040020000,-241.01596787301787,-243.55782052890135,-235.27050501702928,-246.411690985407,-262.34653015226036,-252.51068407820162,-237.88633955306958,-260.13002372307153,-256.73680476755345,-248.25420155309976,-239.5818915182668,-270.6508624719659,-253.37803481694644,-265.4439860796798,-235.39674665736914,-257.301861121861,-271.14672037334424,-284.8976932635731,-246.75030849919943,-231.01268407198842,-257.6465294885984,-243.55782052890135,-236.78201377327377,-232.9567238378281,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135,-243.55782052890135
PfKE01_120045700,-225.63029437249324,-212.86985218112486,-234.20730908003142,-231.6550666053018,-258.93269462357375,-245.43462209028468,-225.4772408472288,-246.76323097990772,-234.60028574530259,-221.32310523206172,-230.75213725680177,-218.37856879555378,-224.1795822433417,-248.43640453654342,-226.53226178164525,-196.7087067366782,-210.78593305521105,-224.5521766665315,-225.45866459554958,-228.43476651539757,-242.5254687739869,-212.86985218112486,-217.78676322803727,-226.08161319073122,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486,-212.86985218112486
PfKE01_120045100,-245.53271271225873,-240.95553343840862,-239.39448229176347,-244.9765807844532,-259.2336906388932,-259.76433974654947,-238.64391468929782,-248.38428546207987,-260.9152941342807,-237.97668174974635,-239.78411762376797,-266.526213815386,-260.0430192252313,-265.76535727595666,-232.40255118949258,-263.56005992753273,-275.10905700123055,-278.14626032358836,-240.0625327958401,-234.0869956023675,-257.9241614978811,-240.95553343840862,-238.2159315176652,-230.19369749210713,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862,-240.95553343840862
PfKE01_120005400,-259.2194931933797,-255.6848111554091,-248.05498861745494,-266.54176121662846,-302.91799529747885,-286.46229255314404,-263.0929524460807,-281.3427808477619,-267.2683161555738,-261.095999469136,-257.7815113014086,-285.39198774221893,-276.64094694495736,-271.51501407881494,-259.47838529531543,-286.46242609771485,-284.11353388008473,-287.65451602406415,-265.0266542013883,-263.5416308786552,-282.363120945031,-255.6848111554091,-256.59003202545404,-255.33799719196963,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091,-255.6848111554091
PfKE01_060038600,-267.5647392192398,-274.06044124434123,-265.29128688236364,-286.53736546150606,-275.7147742555126,-278.44402980682895,-267.39196802723535,-287.02857931921153,-284.347172721139,-292.3517381577695,-256.01324874340787,-294.73747501970394,-286.78220991331176,-309.84460480614575,-270.39435602802564,-308.17678699594313,-298.04381816884296,-319.4447460084393,-285.90273521839265,-251.43045481983538,-299.4752210166715,-274.06044124434123,-277.84242454916,-283.77145733127315,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123,-274.06044124434123
PfKE01_110005600,-260.6532745817653,-256.468675269955,-264.8277358381086,-259.4146067388848,-292.74637378785866,-279.0836757141256,-250.63884158864536,-283.6869040155592,-270.7694462352126,-257.65232797988415,-262.2931386605627,-290.1327045792767,-271.7451531992785,-266.7386332739166,-257.94553701463326,-279.44979087553924,-290.17518944518923,-298.2747676105685,-260.8523625354054,-258.9488403382734,-267.4616698491025,-256.468675269955,-252.54555081138008,-246.83306242612355,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955,-256.468675269955
PfKE01_140005300,-245.52041194627884,-253.28735628228617,-245.03263809416737,-272.39752262328966,-265.3890447981931,-255.4094429988325,-248.9068387288245,-255.11949638845778,-252.92265285491305,-276.24335253444457,-255.98318204461157,-264.7164321996422,-252.84386417794215,-292.6658542590398,-255.33782021590855,-296.3780880930213,-264.27299294493025,-307.2287217062613,-275.6717162791554,-236.08809643873175,-289.7770682496534,-253.28735628228617,-265.18581098522344,-272.85993325991876,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617,-253.28735628228617
PfKE01_100005500,-236.9957900914301,-245.38023640056488,-241.0886588330779,-271.2904274096151,-266.3213649148005,-260.04817655033673,-243.62117303735963,-265.16679878334514,-225.89031231875748,-263.78547824842093,-257.16787152476087,-263.5885960129365,-241.34402880315236,-275.5955197137575,-256.09813442483875,-282.7966221082437,-233.0937607450987,-294.59788988874635,-267.2657766249214,-243.28815630492508,-274.42888129928906,-245.38023640056488,-257.60974831268265,-260.04770164141894,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488,-245.38023640056488
PfKE01_130005400,-252.14929785327172,-241.1481921553315,-250.33790863439654,-248.51519057006797,-280.55306110635945,-267.4726989655013,-243.04665900756189,-262.0812322437768,-253.4737327855838,-235.67305547207647,-256.857513267951,-277.10699842482296,-261.9385595756546,-258.16745880582596,-249.0976266403175,-264.98448800909733,-280.56852077850124,-279.93925795627035,-233.0632168031638,-251.00445709230848,-266.5767790772822,-241.1481921553315,-233.3186787044844,-219.36133931745096,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315,-241.1481921553315
PfKE01_080005400,-256.44816834438893,-273.196537210187,-260.6092185201505,-272.1487698531237,-288.00436224679305,-269.4115453325105,-256.57800605625533,-285.0752357044642,-272.8615694905263,-295.71776172261184,-264.3835568636723,-298.8118114529984,-257.82782260176145,-302.03094289094776,-275.2212063421142,-308.42581877953637,-291.87573333902645,-327.89878945638,-294.1340431921118,-261.57532839885243,-316.74806749625947,-273.196537210187,-287.43242031673043,-285.7641075917085,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187,-273.196537210187
PfKE01_040005500,-245.42728138779123,-247.35029453506976,-242.0733628513401,-267.80538735301377,-265.3886058715614,-245.24601905122387,-236.58418021284604,-273.4650178449686,-249.80604737706685,-258.64776777233567,-245.58071520991444,-274.113523686577,-249.75109270116775,-276.99946093942134,-238.11919344621245,-274.9213587552122,-271.70375904441084,-296.55315938049245,-261.5670472806819,-251.1066671962485,-274.7010257091785,-247.35029453506976,-253.66984548275354,-251.19514604721104,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976,-247.35029453506976
PfKE01_120024500,-235.9730517490101,-233.54801625104884,-245.22536411556746,-249.72648906458286,-274.0983203173905,-253.0608974397335,-235.75489320475015,-260.5672149327285,-246.63215620923452,-225.34780312197208,-252.33425018969683,-256.95682002238397,-239.9931455505195,-244.58683080371225,-244.04021614564402,-255.24744204080227,-263.6981140184424,-274.8013794072794,-219.54824039951828,-243.26183255346882,-248.31501036114935,-233.54801625104884,-226.44131867283537,-223.01877539007265,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884,-233.54801625104884
